Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
Turn It Around,DS,2006,Action,505 Games,0.03,0.0,0.0,0.0,0.03
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67
Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22
Sidewinder Max,PS2,2000,Simulation,Asmik Ace Entertainment,0.0,0.0,0.09,0.0,0.09
Rayman 2: Revolution,PS2,2000,Platform,Ubisoft,0.15,0.11,0.0,0.04,0.3
Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.32
Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08
Medal of Honor European Assault,GC,2005,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,0.25
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0.0,0.0,0.03,0.0,0.03
Minute to Win It,X360,2011,Misc,Zoo Games,0.3,0.0,0.0,0.02,0.32
Evil Zone,PS,1998,Fighting,Titus,0.14,0.1,0.0,0.02,0.26
Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.1
BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0.0,0.01,0.15
Family Feud Decades,Wii,2010,Misc,Ubisoft,0.16,0.0,0.0,0.01,0.17
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.27
James Pond: Codename Robocod,GBA,2005,Platform,Play It,0.02,0.01,0.0,0.0,0.03
Pro Angler Moves,PS3,2012,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01
Way of the Samurai 2,PS2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33
TouchMaster,DS,2007,Puzzle,Midway Games,0.49,1.27,0.0,0.25,2.01
Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04
Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.35,0.0,0.1,0.98
Defender,2600,1980,Misc,Atari,0.99,0.05,0.0,0.01,1.05
The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.04
Mass Effect,PC,2008,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.09,0.68
Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.1,0.04,0.0,0.01,0.15
Mario Bros.,2600,1982,Platform,Atari,1.48,0.09,0.0,0.02,1.59
Barnstorming,2600,1981,Action,Activision,0.4,0.02,0.0,0.0,0.42
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.11
Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.04
Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision,0.01,0.0,0.0,0.0,0.01
Hakuoki Zuisouroku Omokage Hana,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.33
Haunted Casino,SAT,1996,Adventure,Societa,0.0,0.0,0.04,0.0,0.04
Generator Rex: Agent of Providence,Wii,2011,Action,Activision,0.07,0.01,0.0,0.01,0.09
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.7
Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07
Guilty Gear X2,PS2,2002,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.34
Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,0.02,0.06,0.11,0.02,0.21
Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0.0,0.09,0.04,0.02,0.15
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0.0,0.0,0.01,0.13
Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55
Power Pro Kun Pocket 5,GBA,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26
Nickelodeon Team Umizoomi,DS,2011,Action,Take-Two Interactive,0.45,0.0,0.0,0.03,0.48
Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3
Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
Midnight Club 3: DUB Edition,XB,2005,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.22
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.68
Heart of Darkness,PS,1998,Platform,Ocean,0.18,0.12,0.0,0.02,0.32
Iron Man 2,PSP,2010,Action,Sega,0.18,0.12,0.0,0.07,0.37
Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42
Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0.0,0.03,0.23
GT Legends,PC,2005,Racing,Atari,0.0,0.02,0.0,0.0,0.02
Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.06
New Carnival Games,Wii,2010,Misc,Take-Two Interactive,0.35,0.21,0.0,0.05,0.61
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0.0,0.0,0.05
7 Wonders: Treasures of Seven,DS,2011,Puzzle,Avanquest,0.02,0.03,0.0,0.01,0.06
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.54,0.19,0.0,0.06,0.79
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0.0,0.08,2.2
RoadKill,PS2,2003,Action,Midway Games,0.08,0.07,0.0,0.02,0.17
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
LEGO Soccer Mania,PS2,2002,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.08
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.04,0.0,0.01,0.06
FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.13,0.03,0.0,0.02,0.18
Scripps Spelling Bee,DS,2010,Simulation,THQ,0.15,0.0,0.0,0.01,0.16
Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16
My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
The Cheetah Girls,GBA,2006,Misc,Disney Interactive Studios,0.01,0.0,0.0,0.0,0.01
Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14
Top Spin 3,DS,2008,Action,D3Publisher,0.11,0.02,0.0,0.01,0.14
The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01
Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0.0,0.01,0.21
Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom,0.0,0.0,0.16,0.01,0.17
The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.46,0.31,0.02,0.09,0.88
Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0.0,0.0,0.07
Handball 16,X360,2015,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01
Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.13
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14
ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32
FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34
FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08
Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009,Misc,Hudson Soft,0.0,0.0,0.41,0.0,0.41
Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
Bomberman World,PS,1998,Puzzle,Sony Computer Entertainment,0.06,0.04,0.22,0.02,0.34
Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher,0.21,0.0,0.0,0.01,0.22
Again,DS,2009,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07
Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04
LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.37,0.0,0.1,0.59
Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
Dream Girl Premier,3DS,2015,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03
Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,0.0,0.01,0.24,0.0,0.25
Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,0.02,0.0,0.0,0.0,0.02
NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.77,0.1,0.0,0.1,0.97
Harry Potter: Quidditch World Cup,GBA,2003,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07
FIFA 14,PSP,2013,Sports,Electronic Arts,0.0,0.16,0.0,0.07,0.23
Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.36
X-Men: The Official Game,X360,2006,Action,Activision,0.16,0.01,0.0,0.01,0.18
Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,0.56
Winx Club: Rockstars,DS,2010,Adventure,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03
NightCaster,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13
Banjo-Tooie,N64,2000,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.07
McDROID,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17
Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,0.0,0.0,0.13,0.0,0.13
Wacky Races: Crash & Dash,Wii,2008,Racing,Eidos Interactive,0.27,0.01,0.0,0.02,0.3
Dinotopia: The Sunstone Odyssey,XB,2003,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73
Demolition Company: Gold Edition,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
Diablo,PS,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.59
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.07,0.03,0.0,0.01,0.11
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14
Virtual Villagers: A New Home,DS,2010,Simulation,PQube,0.04,0.01,0.0,0.0,0.05
Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.57
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.22,0.0,0.0,0.01,0.23
Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,0.06,0.0,0.0,0.0,0.06
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.06
Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12
Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62
Sega Arcade Gallery,GBA,2003,Misc,THQ,0.03,0.01,0.0,0.0,0.04
Backyard Baseball,PS2,2004,Sports,Atari,0.24,0.19,0.0,0.06,0.49
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03
Harvest Moon DS Cute (jp sales),DS,2005,Simulation,Marvelous Interactive,0.0,0.0,0.1,0.0,0.1
Destrega,PS,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32
Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
Lego Batman 3: Beyond Gotham,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0.0,0.04,0.46
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0.0,0.0,0.04,0.0,0.04
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.03,0.0,0.01,0.04
The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18
High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios,0.68,0.49,0.0,0.13,1.3
Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.05
The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97
1001 Touch Games,DS,2011,Action,Avanquest,0.12,0.17,0.0,0.04,0.33
Deep Labyrinth,DS,2006,Action,505 Games,0.06,0.0,0.0,0.0,0.06
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.53,0.0,0.2,1.23
Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,0.22,0.02,0.0,0.02,0.26
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05
Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.35
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,0.02,0.01,0.0,0.0,0.03
Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,LucasArts,0.17,0.01,0.0,0.08,0.26
A Vampyre Story,PC,2008,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.01
Challenge Me: Brain Puzzles 2,DS,2010,Puzzle,O-Games,0.05,0.04,0.0,0.01,0.1
Bass Pro Shops: The Hunt,X360,2010,Sports,Griffin International,0.08,0.0,0.0,0.01,0.09
Roadsters,PS,2000,Racing,Titus,0.02,0.01,0.0,0.0,0.03
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,0.03,0.01,0.0,0.0,0.04
Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16
Mobile Suit Gundam: MS Sensen 0079,Wii,2007,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04
Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.21,0.01,0.0,0.02,0.24
Tak: The Great Juju Challenge,DS,2005,Platform,THQ,0.09,0.0,0.0,0.01,0.1
Bad Apple Wars,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
Golden Axe: Beast Rider,PS3,2008,Action,Sega,0.13,0.14,0.0,0.06,0.33
Top Spin 4,PS3,2011,Sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0.0,0.06,0.0,0.02,0.08
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.15,0.12,0.0,0.05,0.32
Nodame Cantabile,PS2,2007,Misc,Banpresto,0.0,0.0,0.01,0.0,0.01
Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
Guitar Hero Live,PS4,2015,Misc,Activision,0.32,0.35,0.0,0.13,0.8
Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24
Crime Killer,PS,1998,Racing,Interplay,0.07,0.04,0.0,0.01,0.12
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07
Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0.0,0.0,0.04,0.0,0.04
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.15,0.07,0.05,0.33
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.33,0.01,0.1,0.64
T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.08,0.06,0.0,0.01,0.15
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.02,0.0,0.0,0.03
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79
Rapala: We Fish,Wii,2009,Sports,Activision,0.52,0.02,0.0,0.04,0.58
Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.8
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.04,0.0,0.0,0.0,0.04
Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,0.05,0.01,0.0,0.0,0.06
The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02,0.0,0.0,0.0,0.02
Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,0.34,0.09,0.0,0.04,0.47
Mace: The Dark Age,N64,1997,Fighting,GT Interactive,0.15,0.04,0.0,0.0,0.19
WWE Crush Hour,GC,2003,Racing,THQ,0.06,0.02,0.0,0.0,0.08
The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0.0,0.11,1.31
Ford Racing Off Road,Wii,2008,Racing,Xplosiv,0.06,0.4,0.0,0.01,0.47
Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43
Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,Play It,0.16,0.12,0.0,0.04,0.32
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998,Misc,Syscom,0.0,0.0,0.15,0.01,0.16
Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
Keystone Kapers,2600,1982,Action,Activision,0.62,0.04,0.0,0.01,0.67
Vanquish,PS3,2010,Shooter,Sega,0.21,0.22,0.11,0.09,0.63
Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.05,0.0,0.0,0.0,0.05
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0.0,0.14,0.75
Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.23
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.05,0.01,0.0,0.0,0.06
FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47
WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
AeroFighters Assault,N64,1997,Action,Video System,0.15,0.04,0.0,0.0,0.19
Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft,0.3,0.11,0.0,0.01,0.42
Power Stone,DC,1998,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.25
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42
The Club,X360,2008,Shooter,Sega,0.15,0.1,0.0,0.02,0.27
Top Gun,PS3,2011,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
Konami Collector's Series: Arcade Advanced,GBA,2002,Misc,Konami Digital Entertainment,0.46,0.17,0.0,0.01,0.64
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.27
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.13
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2
Pro Yakyuu Team o Tsukurou!,DS,2008,Sports,Sega,0.0,0.0,0.19,0.0,0.19
A.C.E.: Another Century's Episode,PS2,2005,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26
Happy Feet,Wii,2006,Action,Midway Games,0.12,0.0,0.0,0.01,0.13
Unchained Blades,3DS,2011,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04
Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
Tsukigime Ranko's Longest Day,PS3,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
Test Drive 6,PS,1999,Racing,Atari,0.4,0.27,0.0,0.05,0.72
Taz Wanted,GC,2002,Platform,Atari,0.06,0.02,0.0,0.0,0.08
Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08
Rapala Pro Fishing,XB,2004,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.01,0.16
NBA 2K6,XB,2005,Action,Take-Two Interactive,0.27,0.08,0.0,0.01,0.36
Counter Force,Wii,2007,Shooter,505 Games,0.04,0.0,0.0,0.0,0.04
Super Robot Taisen: Original Generation,GBA,2002,Role-Playing,Banpresto,0.01,0.0,0.0,0.0,0.01
Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02
Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0.0,0.0,0.03
Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11
Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.42
Eternal Ring,PS2,2000,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3
Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0.0,0.01,0.47
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06
Sniper Elite 3,PS4,2014,Shooter,505 Games,0.22,0.33,0.0,0.13,0.68
The Humans: Meet the Ancestors!,DS,2009,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,0.01
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.57
Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.27,0.02,0.0,0.09,1.38
Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11
Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0.0,0.02,0.15
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,0.0,0.0,0.16,0.0,0.16
Nounai Aeshe: IQ Suppli DS,DS,2006,Misc,Spike,0.0,0.0,0.3,0.0,0.3
Urakata Hakuoki,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22
Diary Girl,DS,2008,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
Jewel Match,DS,2010,Puzzle,PlayV,0.05,0.12,0.0,0.02,0.19
Story of Seasons: Good Friends of the Three Villages,3DS,2016,Simulation,Marvelous Interactive,0.0,0.0,0.19,0.0,0.19
Brain Assist,DS,2007,Misc,Sega,0.12,0.0,0.0,0.01,0.13
Misshitsu no Sacrifice,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.03,0.0,0.0,0.05
Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02
Luxor: Pharaoh's Challenge,DS,2007,Puzzle,Funsta,0.0,0.01,0.0,0.0,0.01
